-9.048572013562438343e+00,3.867153399245907508e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.201757024023631715e+00,3.847849249235945734e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.251588236674422205e+00,3.866624970002741435e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.055428693350927816e+00,3.884556298289000864e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.094689146005311642e+00,3.874892304009546251e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.346858877538567256e+00,3.867433909554980431e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.093024513210018256e+00,3.864757488896022153e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.953929717842726177e+00,3.878056305856797081e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.129983368029382262e+00,3.865650998959737450e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.331316177707797976e+00,3.866489541936618224e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.125862349904057425e+00,3.867359762049272831e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.055604004292066023e+00,3.884555574239220732e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.930818825301633623e+00,3.876299412741952466e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.091457198536799567e+00,3.864734510924883892e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.225654511531214297e+00,3.869200432143160384e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.028053258494431077e+00,3.878074368496376678e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.101766658456488912e+00,3.871743714279688220e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.063723218852739905e+00,3.884779356743942458e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.128456191428490740e+00,3.865662398270727351e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.029559167457211544e+00,3.869398479883788866e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.283415840282167153e+00,3.866546421474303941e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.999583720516371343e+00,3.868623475024001834e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.977896686620841393e+00,3.886745797773536282e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.994143016564496662e+00,3.867979758981161353e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.992975035728363764e+00,3.876878699974110987e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.090859294903564702e+00,3.864745688787590439e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.155446269846779117e+00,3.870344038768472927e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.989670032665902255e+00,3.874397805742225387e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.977901161522670037e+00,3.886746694716233463e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.094172797989845236e+00,3.864734848451050908e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.130077866492722904e+00,3.865586176537350127e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.940735278024519062e+00,3.879173664716346792e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.146211205525769827e+00,3.866700085677368293e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.015170961743471878e+00,3.868636276609319680e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.407669100568952558e+00,3.843795476382213394e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.363762138779895494e+00,3.846734084109527885e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.062367368551992541e+00,3.884025755808843883e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.106703740606191033e+00,3.864728864602234637e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.117736751374426518e+00,3.870062103036920576e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.005087214028511866e+00,3.874472886404973337e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.974456500113724644e+00,3.886721082566707253e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.987679387937280495e+00,3.882830192931099589e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.083750741070398149e+00,3.873659706603750408e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.267846775364182221e+00,3.850729164439554353e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.240774584433152583e+00,3.868602747010164933e+01,0.000000000000000000e+00,1.000000000000000000e+00
-9.048902330816870787e+00,3.885095355532114780e+01,0.000000000000000000e+00,1.000000000000000000e+00
